country,payment_date,total_amount
United States,17:55.0,4.99
India,48:31.0,4.99
Argentina,57:43.0,4.99
Brazil,37:55.0,4.99
Oman,42:33.0,4.99
Kuwait,45:43.0,4.99
Japan,49:18.0,4.99
Japan,32:34.0,4.99
Turkey,22:29.0,4.99
Holy See (Vatican City State),52:56.0,4.99
Poland,23:35.0,4.99
Slovakia,46:56.0,4.99
"Congo, The Democratic Republic of the",25:32.0,4.99
Moldova,49:35.0,4.99
China,00:00.0,4.99
United States,11:29.0,4.99
Mozambique,52:52.0,4.99
Russian Federation,01:44.0,4.99
Germany,27:51.0,4.99
Sri Lanka,51:00.0,4.99
China,58:12.0,4.99
French Polynesia,27:37.0,4.99
Tanzania,32:27.0,4.99
China,14:57.0,4.99
India,46:39.0,4.99
Brazil,28:48.0,4.99
Malaysia,15:34.0,4.99
China,48:58.0,4.99
Russian Federation,13:50.0,4.99
Philippines,28:07.0,4.99
Russian Federation,39:27.0,4.99
Iran,42:58.0,4.99
Spain,36:31.0,4.99
Italy,50:40.0,4.99
Brazil,56:05.0,4.99
Russian Federation,39:24.0,4.99
Nigeria,10:34.0,4.99
United States,23:06.0,4.99
Indonesia,57:38.0,4.99
Brazil,08:32.0,4.99
Russian Federation,25:30.0,4.99
Philippines,55:13.0,4.99
Mexico,26:05.0,4.99
Turkey,03:16.0,4.99
Argentina,53:33.0,4.99
India,27:51.0,4.99
Mozambique,08:09.0,4.99
Saudi Arabia,24:48.0,4.99
India,57:06.0,4.99
Brazil,38:58.0,4.99
Chile,42:05.0,4.99
French Polynesia,28:38.0,4.99
Brazil,32:36.0,4.99
Tuvalu,42:30.0,4.99
Argentina,57:47.0,4.99
India,19:00.0,4.99
Italy,13:25.0,4.99
Argentina,47:59.0,4.99
India,24:56.0,4.99
Philippines,49:55.0,4.99
Turkey,56:35.0,4.99
India,22:09.0,4.99
Italy,03:09.0,4.99
Poland,00:36.0,4.99
"Congo, The Democratic Republic of the",19:55.0,4.99
Brazil,57:35.0,4.99
Italy,34:57.0,4.99
Taiwan,54:10.0,4.99
Ukraine,43:32.0,4.99
Canada,26:07.0,4.99
Mozambique,17:40.0,4.99
Bolivia,44:41.0,4.99
Sri Lanka,07:21.0,4.99
United States,07:12.0,4.99
China,16:32.0,4.99
Austria,38:45.0,4.99
Japan,17:46.0,4.99
India,09:00.0,4.99
Poland,58:20.0,4.99
Netherlands,30:17.0,4.99
Philippines,35:56.0,4.99
Israel,31:31.0,4.99
India,36:50.0,4.99
Brazil,19:21.0,4.99
Mexico,28:59.0,4.99
Morocco,40:39.0,4.99
South Africa,01:53.0,4.99
Philippines,55:22.0,4.99
China,48:09.0,4.99
Russian Federation,56:49.0,4.99
South Africa,23:00.0,4.99
China,57:16.0,4.99
Indonesia,35:28.0,4.99
Nigeria,31:29.0,4.99
Argentina,02:17.0,4.99
Nigeria,16:28.0,4.99
Austria,38:05.0,4.99
Turkey,58:13.0,4.99
Algeria,25:19.0,4.99
Japan,44:14.0,4.99
New Zealand,59:46.0,4.99
India,44:21.0,4.99
Mexico,00:23.0,4.99
Paraguay,56:52.0,4.99
Russian Federation,02:36.0,4.99
Brazil,11:40.0,4.99
Iran,45:27.0,4.99
Italy,46:48.0,4.99
"Congo, The Democratic Republic of the",41:00.0,4.99
Taiwan,37:04.0,4.99
Brazil,02:29.0,4.99
Peru,31:59.0,4.99
Malawi,06:45.0,4.99
China,23:15.0,4.99
Taiwan,56:07.0,4.99
Nauru,54:56.0,4.99
Mexico,45:07.0,4.99
Vietnam,35:28.0,4.99
Iran,43:03.0,4.99
Yemen,51:22.0,4.99
France,21:57.0,4.99
Brazil,07:39.0,4.99
Indonesia,52:41.0,4.99
China,48:31.0,4.99
Philippines,15:17.0,4.99
United Arab Emirates,41:11.0,4.99
French Polynesia,53:59.0,4.99
Japan,28:29.0,4.99
United States,00:36.0,4.99
China,46:59.0,4.99
Azerbaijan,03:47.0,4.99
Romania,35:23.0,4.99
Japan,24:16.0,4.99
Indonesia,05:10.0,4.99
Indonesia,44:47.0,4.99
Switzerland,44:19.0,4.99
Russian Federation,24:37.0,4.99
Nigeria,01:20.0,4.99
Taiwan,50:37.0,4.99
China,36:45.0,4.99
United States,59:40.0,4.99
Greece,18:22.0,4.99
Japan,34:15.0,4.99
Iran,49:05.0,4.99
United States,34:16.0,4.99
Kazakstan,23:52.0,4.99
Brazil,05:11.0,4.99
Indonesia,04:06.0,4.99
India,14:15.0,4.99
Austria,24:31.0,4.99
Angola,39:34.0,4.99
Canada,51:08.0,4.99
Nigeria,00:12.0,4.99
United States,20:21.0,4.99
Mexico,11:09.0,4.99
Russian Federation,42:34.0,4.99
Brazil,32:55.0,4.99
Turkey,40:42.0,4.99
Russian Federation,15:54.0,4.99
United States,41:49.0,4.99
Argentina,15:01.0,4.99
Tanzania,44:30.0,4.99
United States,01:24.0,4.99
Japan,14:32.0,4.99
Taiwan,50:16.0,4.99
Iran,02:52.0,4.99
India,43:33.0,4.99
Taiwan,28:52.0,4.99
Italy,27:10.0,4.99
United States,29:51.0,4.99
Philippines,29:00.0,4.99
Venezuela,08:50.0,4.99
Japan,26:23.0,4.99
Bahrain,24:51.0,4.99
Germany,41:54.0,4.99
Brazil,32:14.0,4.99
Liechtenstein,56:30.0,4.99
Mexico,19:30.0,4.99
Pakistan,04:19.0,4.99
American Samoa,51:23.0,4.99
Philippines,07:37.0,4.99
Argentina,04:47.0,4.99
United States,03:15.0,4.99
Japan,14:06.0,4.99
Brazil,47:52.0,4.99
India,52:35.0,4.99
China,14:09.0,4.99
Indonesia,31:32.0,4.99
Sudan,28:23.0,4.99
China,42:42.0,4.99
United States,55:20.0,4.99
Brazil,52:30.0,4.99
Vietnam,39:10.0,4.99
China,54:00.0,4.99
Turkey,39:04.0,4.99
Bolivia,22:46.0,4.99
Mozambique,28:34.0,4.99
Malaysia,21:14.0,4.99
Gambia,33:10.0,4.99
Malaysia,57:21.0,4.99
Egypt,54:26.0,4.99
United Kingdom,36:50.0,4.99
China,05:37.0,4.99
French Polynesia,49:06.0,4.99
Pakistan,34:44.0,4.99
Mexico,50:28.0,4.99
India,29:04.0,4.99
India,01:12.0,4.99
Peru,58:26.0,4.99
India,41:45.0,4.99
Mexico,54:41.0,4.99
Latvia,28:52.0,4.99
India,07:18.0,4.99
Russian Federation,52:49.0,4.99
Japan,26:12.0,4.99
Japan,56:50.0,4.99
Mexico,30:32.0,4.99
Japan,03:20.0,4.99
China,17:29.0,4.99
Bangladesh,51:33.0,4.99
Turkey,27:08.0,4.99
Egypt,37:28.0,4.99
China,29:45.0,4.99
South Korea,41:28.0,4.99
Iran,14:40.0,4.99
Thailand,40:57.0,4.99
Japan,07:43.0,4.99
Venezuela,58:58.0,4.99
Japan,33:12.0,4.99
India,22:02.0,4.99
Philippines,09:58.0,4.99
Chad,36:04.0,4.99
India,31:39.0,4.99
South Korea,56:40.0,4.99
India,32:57.0,4.99
United Kingdom,36:11.0,4.99
Philippines,35:40.0,4.99
United States,53:22.0,4.99
India,46:08.0,4.99
Japan,00:03.0,4.99
India,44:18.0,4.99
Taiwan,38:08.0,4.99
Brazil,00:43.0,4.99
Azerbaijan,31:09.0,4.99
United States,53:03.0,4.99
Bangladesh,30:10.0,4.99
Spain,56:49.0,4.99
India,45:13.0,4.99
Nigeria,46:28.0,4.99
Philippines,30:08.0,4.99
India,03:17.0,4.99
Japan,18:40.0,4.99
China,39:15.0,4.99
Greece,01:25.0,4.99
Israel,38:54.0,4.99
China,21:21.0,4.99
Russian Federation,25:38.0,4.99
Japan,30:49.0,4.99
Nauru,18:25.0,4.99
South Korea,29:42.0,4.99
South Africa,13:09.0,4.99
French Polynesia,09:14.0,4.99
India,34:07.0,4.99
Hong Kong,45:24.0,4.99
United States,27:29.0,4.99
Russian Federation,42:44.0,4.99
Russian Federation,05:05.0,4.99
Japan,06:51.0,4.99
India,15:57.0,4.99
China,40:54.0,4.99
China,05:21.0,4.99
Argentina,00:05.0,4.99
Turkey,17:15.0,4.99
Switzerland,53:03.0,4.99
Japan,41:40.0,4.99
Tanzania,21:11.0,4.99
Azerbaijan,31:24.0,4.99
French Guiana,03:27.0,4.99
France,30:46.0,4.99
China,50:55.0,4.99
Bangladesh,00:18.0,4.99
Indonesia,07:51.0,4.99
Nigeria,51:48.0,4.99
Colombia,33:38.0,4.99
Nigeria,07:17.0,4.99
Venezuela,21:10.0,4.99
Japan,54:01.0,4.99
Russian Federation,45:30.0,4.99
Nigeria,55:45.0,4.99
India,51:47.0,4.99
India,43:40.0,4.99
China,48:04.0,4.99
French Polynesia,00:59.0,4.99
Myanmar,19:16.0,4.99
Brazil,46:39.0,4.99
Morocco,14:25.0,4.99
Faroe Islands,15:16.0,4.99
Anguilla,43:09.0,4.99
Philippines,59:14.0,4.99
China,45:32.0,4.99
United States,46:31.0,4.99
Poland,46:05.0,4.99
Venezuela,46:52.0,4.99
Russian Federation,54:56.0,4.99
United Kingdom,05:07.0,4.99
Indonesia,48:12.0,4.99
Taiwan,39:21.0,4.99
United States,30:28.0,4.99
Moldova,52:25.0,4.99
Argentina,27:45.0,4.99
Canada,26:11.0,4.99
Ecuador,11:56.0,4.99
Brazil,45:46.0,4.99
Argentina,22:02.0,4.99
China,11:20.0,4.99
Mexico,40:04.0,4.99
Japan,09:43.0,4.99
China,47:31.0,4.99
China,55:58.0,4.99
South Korea,49:33.0,4.99
United States,37:03.0,4.99
Mozambique,13:34.0,4.99
Poland,48:19.0,4.99
Russian Federation,17:54.0,4.99
Canada,37:18.0,4.99
United States,34:40.0,4.99
Japan,31:44.0,4.99
China,00:18.0,4.99
Russian Federation,25:23.0,4.99
Indonesia,18:35.0,4.99
Germany,41:24.0,4.99
Spain,56:09.0,4.99
India,37:26.0,4.99
Romania,27:46.0,4.99
Italy,54:21.0,4.99
Moldova,42:56.0,4.99
India,00:33.0,4.99
Brazil,58:24.0,4.99
United States,27:00.0,4.99
Russian Federation,53:58.0,4.99
Indonesia,21:48.0,4.99
Kenya,31:46.0,4.99
United States,01:47.0,4.99
Japan,48:41.0,4.99
India,43:03.0,4.99
China,18:02.0,4.99
Zambia,04:31.0,4.99
Oman,11:59.0,4.99
Indonesia,39:44.0,4.99
Turkey,50:21.0,4.99
"Congo, The Democratic Republic of the",39:21.0,4.99
Morocco,34:40.0,4.99
Japan,48:52.0,4.99
Spain,30:55.0,4.99
China,05:59.0,4.99
Latvia,08:14.0,4.99
Dominican Republic,20:53.0,4.99
Turkey,07:08.0,4.99
Japan,43:31.0,4.99
Pakistan,03:39.0,4.99
United States,29:53.0,4.99
China,29:14.0,4.99
Russian Federation,55:54.0,4.99
India,55:09.0,4.99
India,35:21.0,4.99
Tunisia,44:11.0,4.99
India,50:57.0,4.99
Nigeria,37:23.0,4.99
Mexico,10:40.0,4.99
Brunei,03:17.0,4.99
Taiwan,03:24.0,4.99
Indonesia,59:01.0,4.99
Brazil,50:37.0,4.99
Philippines,43:39.0,4.99
India,47:43.0,4.99
Mexico,23:36.0,4.99
Vietnam,16:05.0,4.99
India,41:58.0,4.99
Philippines,15:54.0,4.99
Saudi Arabia,23:30.0,4.99
Japan,59:52.0,4.99
Tanzania,54:32.0,4.99
China,00:08.0,4.99
Indonesia,45:40.0,4.99
French Guiana,01:39.0,4.99
Indonesia,23:20.0,4.99
India,48:33.0,4.99
South Africa,17:55.0,4.99
Greece,15:38.0,4.99
Indonesia,52:04.0,4.99
India,58:28.0,4.99
Mexico,49:09.0,4.99
Israel,41:33.0,4.99
Latvia,10:35.0,4.99
Turkmenistan,17:11.0,4.99
Germany,57:05.0,4.99
Turkey,24:33.0,4.99
Philippines,47:02.0,4.99
Kazakstan,50:23.0,4.99
United States,35:28.0,4.99
Yugoslavia,58:11.0,4.99
Philippines,15:39.0,4.99
Japan,40:44.0,4.99
Brazil,31:53.0,4.99
Afghanistan,42:46.0,4.99
Saudi Arabia,52:02.0,4.99
Pakistan,09:55.0,4.99
Colombia,02:36.0,4.99
Brazil,55:20.0,4.99
China,00:43.0,4.99
United States,38:41.0,4.99
Nigeria,26:42.0,4.99
Philippines,21:59.0,4.99
Pakistan,17:04.0,4.99
India,52:25.0,4.99
Japan,24:55.0,4.99
China,14:30.0,4.99
India,38:57.0,4.99
French Guiana,35:19.0,4.99
Brazil,42:08.0,4.99
Turkey,10:29.0,4.99
North Korea,19:10.0,4.99
Brazil,33:24.0,4.99
Austria,27:07.0,4.99
Taiwan,38:15.0,4.99
Bangladesh,17:10.0,4.99
India,06:18.0,4.99
China,43:17.0,4.99
Vietnam,21:33.0,4.99
South Africa,36:07.0,4.99
Poland,16:06.0,4.99
Turkey,28:02.0,4.99
South Africa,44:30.0,4.99
Russian Federation,28:24.0,4.99
Zambia,00:49.0,4.99
Spain,42:12.0,4.99
Egypt,23:08.0,4.99
Paraguay,44:54.0,4.99
United States,31:09.0,4.99
South Africa,23:22.0,4.99
United Kingdom,29:28.0,4.99
Taiwan,25:40.0,4.99
India,08:12.0,4.99
China,20:28.0,4.99
Japan,42:48.0,4.99
Brazil,35:31.0,4.99
Ecuador,26:43.0,4.99
Mexico,52:57.0,4.99
Mexico,18:57.0,4.99
Saudi Arabia,25:27.0,4.99
Mexico,36:42.0,4.99
Saint Vincent and the Grenadines,40:15.0,4.99
Japan,11:12.0,4.99
United States,52:59.0,4.99
Algeria,25:07.0,4.99
Chile,19:37.0,4.99
Italy,09:32.0,4.99
India,07:39.0,4.99
Philippines,37:36.0,4.99
Philippines,34:23.0,4.99
Brazil,22:28.0,4.99
India,33:10.0,4.99
Spain,56:44.0,4.99
Argentina,36:33.0,4.99
Egypt,08:13.0,4.99
Spain,53:11.0,4.99
Poland,48:17.0,4.99
Russian Federation,52:05.0,4.99
Israel,35:39.0,4.99
Brazil,21:20.0,4.99
India,20:19.0,4.99
Angola,33:21.0,4.99
Brazil,33:50.0,4.99
Bolivia,37:58.0,4.99
Tanzania,58:40.0,4.99
Philippines,02:29.0,4.99
Mexico,32:14.0,4.99
China,09:40.0,4.99
Cambodia,26:31.0,4.99
United States,16:47.0,4.99
Nigeria,29:49.0,4.99
Mexico,30:15.0,4.99
Puerto Rico,28:41.0,4.99
China,35:47.0,4.99
United States,26:53.0,4.99
Brazil,43:40.0,4.99
Brazil,20:56.0,4.99
United Kingdom,19:22.0,4.99
Canada,48:01.0,4.99
Indonesia,59:51.0,4.99
China,49:55.0,4.99
Brazil,03:51.0,4.99
Yemen,25:28.0,4.99
South Africa,48:09.0,4.99
Brazil,29:34.0,4.99
China,16:32.0,4.99
Colombia,15:36.0,4.99
Turkey,35:00.0,4.99
Brazil,13:59.0,4.99
Vietnam,10:11.0,4.99
India,55:56.0,4.99
Philippines,36:21.0,4.99
Taiwan,13:50.0,4.99
Japan,29:46.0,4.99
Holy See (Vatican City State),09:30.0,4.99
Ecuador,33:07.0,4.99
"Virgin Islands, U.S.",26:13.0,4.99
Mexico,28:51.0,4.99
China,45:32.0,4.99
Argentina,41:38.0,4.99
Bahrain,13:40.0,4.99
India,35:48.0,4.99
Bulgaria,45:43.0,4.99
China,44:03.0,4.99
United States,32:51.0,4.99
Germany,54:28.0,4.99
Russian Federation,38:43.0,4.99
Japan,47:39.0,4.99
Turkmenistan,14:37.0,4.99
India,25:41.0,4.99
"Congo, The Democratic Republic of the",14:40.0,4.99
Israel,50:36.0,4.99
Mexico,08:23.0,4.99
Spain,43:57.0,4.99
Japan,35:38.0,4.99
India,36:56.0,4.99
India,47:17.0,4.99
Vietnam,50:07.0,4.99
Poland,02:12.0,4.99
Mexico,00:08.0,4.99
Russian Federation,27:21.0,4.99
Philippines,54:12.0,4.99
United States,28:08.0,4.99
Mexico,17:40.0,4.99
Bulgaria,59:44.0,4.99
Philippines,25:27.0,4.99
Brazil,25:59.0,4.99
Thailand,50:20.0,4.99
Indonesia,18:19.0,4.99
China,12:19.0,4.99
India,19:14.0,4.99
India,55:16.0,4.99
France,31:54.0,4.99
Madagascar,36:27.0,4.99
Japan,06:24.0,4.99
Germany,17:19.0,4.99
China,15:22.0,4.99
Latvia,56:10.0,4.99
Poland,28:36.0,4.99
Pakistan,00:11.0,4.99
United Arab Emirates,10:24.0,4.99
India,18:58.0,4.99
Malaysia,32:46.0,4.99
China,47:20.0,4.99
India,49:16.0,4.99
North Korea,32:52.0,4.99
Italy,00:32.0,4.99
China,17:49.0,4.99
India,50:32.0,4.99
Bolivia,13:46.0,4.99
Mexico,15:57.0,4.99
Japan,55:04.0,4.99
Poland,51:00.0,4.99
Russian Federation,26:46.0,4.99
Holy See (Vatican City State),10:31.0,4.99
Kazakstan,58:39.0,4.99
India,24:30.0,4.99
Indonesia,57:53.0,4.99
Turkey,52:28.0,4.99
United Kingdom,39:44.0,4.99
India,21:01.0,4.99
Philippines,33:32.0,4.99
Italy,55:39.0,4.99
Nepal,41:51.0,4.99
United States,44:19.0,4.99
China,20:11.0,4.99
Peru,55:29.0,4.99
Indonesia,09:56.0,4.99
Mozambique,03:26.0,4.99
Indonesia,52:29.0,4.99
India,41:24.0,4.99
China,28:09.0,4.99
South Korea,01:00.0,4.99
Paraguay,15:42.0,4.99
Colombia,40:52.0,4.99
Mexico,48:48.0,4.99
Argentina,14:56.0,4.99
Armenia,44:05.0,4.99
Indonesia,07:04.0,4.99
Yugoslavia,19:23.0,4.99
Brazil,13:07.0,4.99
Faroe Islands,04:22.0,4.99
China,54:50.0,4.99
Morocco,10:35.0,4.99
Thailand,38:26.0,4.99
Russian Federation,50:34.0,4.99
Brazil,58:49.0,4.99
Japan,26:56.0,4.99
Brazil,20:10.0,4.99
India,44:04.0,4.99
Bulgaria,21:11.0,4.99
Turkey,25:19.0,4.99
Japan,18:20.0,4.99
Russian Federation,13:00.0,4.99
Turkey,48:58.0,4.99
Tanzania,40:06.0,4.99
United States,19:52.0,4.99
China,24:51.0,4.99
Argentina,30:07.0,4.99
South Korea,33:27.0,4.99
United States,50:58.0,4.99
Canada,23:02.0,4.99
India,49:22.0,4.99
Iran,04:06.0,4.99
Cambodia,29:09.0,4.99
Armenia,35:22.0,4.99
India,51:50.0,4.99
Brazil,50:55.0,4.99
Spain,25:14.0,4.99
Indonesia,33:26.0,4.99
China,45:48.0,4.99
United Kingdom,20:59.0,4.99
Taiwan,39:56.0,4.99
Ukraine,30:33.0,4.99
Austria,32:13.0,4.99
Nigeria,09:36.0,4.99
Mexico,13:13.0,4.99
India,46:27.0,4.99
Argentina,50:21.0,4.99
United States,48:28.0,4.99
India,18:21.0,4.99
India,20:31.0,4.99
Pakistan,23:41.0,4.99
Anguilla,20:46.0,4.99
Azerbaijan,14:12.0,4.99
Turkey,12:06.0,4.99
China,16:23.0,4.99
China,49:09.0,4.99
Japan,44:30.0,4.99
United States,34:37.0,4.99
Germany,15:03.0,4.99
Russian Federation,05:40.0,4.99
Peru,53:46.0,4.99
Estonia,30:35.0,4.99
Spain,31:38.0,4.99
Russian Federation,29:30.0,4.99
Vietnam,12:54.0,4.99
Algeria,37:03.0,4.99
Bahrain,36:54.0,4.99
Netherlands,44:55.0,4.99
Algeria,09:16.0,4.99
Iran,50:20.0,4.99
Mexico,51:12.0,4.99
Mexico,42:59.0,4.99
India,46:49.0,4.99
Mexico,12:54.0,4.99
India,18:21.0,4.99
Brunei,16:25.0,4.99
Austria,35:47.0,4.99
Mexico,02:46.0,4.99
Taiwan,55:51.0,4.99
French Guiana,01:13.0,4.99
Kazakstan,25:04.0,4.99
United States,14:35.0,4.99
Brazil,35:01.0,4.99
Philippines,56:30.0,4.99
Indonesia,31:05.0,4.99
Brunei,17:00.0,4.99
Thailand,04:06.0,4.99
South Korea,19:35.0,4.99
Iran,51:57.0,4.99
Japan,16:49.0,4.99
Indonesia,50:35.0,4.99
India,33:12.0,4.99
Saudi Arabia,18:51.0,4.99
United States,00:17.0,4.99
Switzerland,29:03.0,4.99
China,27:44.0,4.99
Russian Federation,15:05.0,4.99
Mexico,35:42.0,4.99
Latvia,33:46.0,4.99
Germany,22:03.0,4.99
Mexico,26:51.0,4.99
United States,49:18.0,4.99
Brazil,46:23.0,4.99
India,46:14.0,4.99
United States,15:45.0,4.99
Brazil,22:02.0,4.99
Ecuador,56:31.0,4.99
China,21:25.0,4.99
China,10:43.0,4.99
China,40:44.0,4.99
China,01:49.0,4.99
Canada,49:39.0,4.99
United States,06:45.0,4.99
United States,15:36.0,4.99
French Polynesia,56:49.0,4.99
Paraguay,38:36.0,4.99
Taiwan,07:44.0,4.99
United States,38:49.0,4.99
United States,08:10.0,4.99
Mexico,20:25.0,4.99
Brazil,02:09.0,4.99
Senegal,00:15.0,4.99
Algeria,06:19.0,4.99
Japan,55:06.0,4.99
United States,26:15.0,4.99
Brazil,46:39.0,4.99
Yugoslavia,20:27.0,4.99
United States,49:57.0,4.99
Chile,22:57.0,4.99
United Kingdom,29:14.0,4.99
Russian Federation,03:22.0,4.99
China,24:22.0,4.99
Mozambique,09:20.0,4.99
India,21:16.0,4.99
Netherlands,30:28.0,4.99
Brunei,44:27.0,4.99
Finland,53:48.0,4.99
United States,58:07.0,4.99
China,48:14.0,4.99
Russian Federation,17:24.0,4.99
Argentina,00:51.0,4.99
Saudi Arabia,01:07.0,4.99
Japan,23:17.0,4.99
Egypt,59:02.0,4.99
Brazil,05:01.0,4.99
India,36:12.0,4.99
Taiwan,47:09.0,4.99
Argentina,05:50.0,4.99
South Korea,22:10.0,4.99
India,11:59.0,4.99
Switzerland,22:44.0,4.99
United States,47:57.0,4.99
Tunisia,53:39.0,4.99
Tanzania,44:13.0,4.99
China,44:21.0,4.99
South Africa,11:48.0,4.99
Saudi Arabia,34:39.0,4.99
Russian Federation,44:45.0,4.99
Nigeria,52:51.0,4.99
Russian Federation,01:27.0,4.99
Ukraine,00:55.0,4.99
Indonesia,29:53.0,4.99
India,55:38.0,4.99
Philippines,04:29.0,4.99
United States,42:59.0,4.99
Greece,22:46.0,4.99
Russian Federation,05:47.0,4.99
Mexico,01:16.0,4.99
Israel,46:00.0,4.99
India,25:54.0,4.99
United Kingdom,30:09.0,4.99
Japan,46:23.0,4.99
Germany,21:57.0,4.99
United States,31:40.0,4.99
Brunei,28:03.0,4.99
China,19:21.0,4.99
Israel,18:04.0,4.99
China,16:15.0,4.99
China,54:29.0,4.99
Mexico,58:20.0,4.99
Ukraine,52:25.0,4.99
Finland,11:31.0,4.99
Brazil,06:11.0,4.99
North Korea,04:07.0,4.99
Nigeria,53:12.0,4.99
Malawi,56:38.0,4.99
Russian Federation,09:08.0,4.99
Philippines,34:23.0,4.99
Brazil,47:57.0,4.99
Venezuela,56:48.0,4.99
Colombia,21:26.0,4.99
Lithuania,52:58.0,4.99
India,11:27.0,4.99
Brazil,43:25.0,4.99
Netherlands,22:13.0,4.99
Japan,13:26.0,4.99
Colombia,16:51.0,4.99
Indonesia,00:11.0,4.99
Spain,46:16.0,4.99
Egypt,46:34.0,4.99
Argentina,35:49.0,4.99
Philippines,40:44.0,4.99
Bulgaria,17:30.0,4.99
South Africa,01:03.0,4.99
Faroe Islands,38:19.0,4.99
Runion,26:41.0,4.99
Japan,50:58.0,4.99
Azerbaijan,20:16.0,4.99
Nigeria,51:50.0,4.99
Italy,55:03.0,4.99
India,37:38.0,4.99
China,36:45.0,4.99
Nigeria,47:05.0,4.99
Malaysia,32:25.0,4.99
Philippines,45:58.0,4.99
India,33:28.0,4.99
Turkey,14:01.0,4.99
Mexico,06:53.0,4.99
United Kingdom,08:58.0,4.99
Mexico,54:47.0,4.99
"Virgin Islands, U.S.",33:33.0,4.99
United States,03:01.0,4.99
Mexico,02:46.0,4.99
Moldova,04:43.0,4.99
South Africa,53:22.0,4.99
South Korea,07:40.0,4.99
Nigeria,26:50.0,4.99
Philippines,57:15.0,4.99
Argentina,12:37.0,4.99
China,47:25.0,4.99
Brazil,53:38.0,4.99
France,43:18.0,4.99
India,25:10.0,4.99
Saint Vincent and the Grenadines,52:08.0,4.99
Spain,26:48.0,4.99
Vietnam,12:27.0,4.99
"Virgin Islands, U.S.",50:37.0,4.99
Brazil,38:44.0,4.99
Mexico,07:21.0,4.99
India,03:43.0,4.99
Egypt,50:10.0,4.99
Gambia,47:02.0,4.99
Philippines,53:41.0,4.99
Brazil,51:00.0,4.99
India,44:27.0,4.99
Argentina,42:22.0,4.99
Venezuela,02:56.0,4.99
Italy,40:54.0,4.99
Bolivia,15:56.0,4.99
India,17:34.0,4.99
Germany,28:41.0,4.99
Philippines,23:34.0,4.99
Indonesia,58:45.0,4.99
India,52:29.0,4.99
Yemen,00:54.0,4.99
Mexico,56:47.0,4.99
United States,09:36.0,4.99
Mexico,10:40.0,4.99
Brazil,59:56.0,4.99
United States,36:52.0,4.99
Argentina,42:12.0,4.99
Brazil,01:21.0,4.99
Turkey,33:42.0,4.99
Taiwan,41:20.0,4.99
Iran,45:48.0,4.99
China,26:10.0,4.99
Azerbaijan,51:26.0,4.99
Turkey,40:26.0,4.99
Vietnam,27:15.0,4.99
Saudi Arabia,18:42.0,4.99
Mexico,00:16.0,4.99
Peru,53:06.0,4.99
China,45:07.0,4.99
Argentina,14:18.0,4.99
Taiwan,35:50.0,4.99
Indonesia,18:46.0,4.99
Turkey,49:32.0,4.99
Angola,10:00.0,4.99
Turkey,42:30.0,4.99
Japan,01:41.0,4.99
Brazil,34:58.0,4.99
Kazakstan,52:23.0,4.99
Yemen,59:51.0,4.99
Japan,19:15.0,4.99
Sri Lanka,31:35.0,4.99
India,50:12.0,4.99
Japan,45:54.0,4.99
Israel,51:35.0,4.99
Colombia,43:48.0,4.99
Iran,12:35.0,4.99
Argentina,30:23.0,4.99
Russian Federation,59:29.0,4.99
Russian Federation,59:33.0,4.99
Holy See (Vatican City State),29:29.0,4.99
Mexico,06:22.0,4.99
Nigeria,50:10.0,4.99
Austria,23:38.0,4.99
South Africa,51:43.0,4.99
Yemen,33:26.0,4.99
United Arab Emirates,16:15.0,4.99
Mexico,41:20.0,4.99
Mexico,14:56.0,4.99
United Kingdom,34:41.0,4.99
China,02:45.0,4.99
India,39:06.0,4.99
Poland,44:44.0,4.99
Japan,15:52.0,4.99
Chad,50:23.0,4.99
Taiwan,25:12.0,4.99
Turkey,51:25.0,4.99
Bangladesh,50:23.0,4.99
Japan,19:38.0,4.99
Turkey,05:51.0,4.99
India,02:55.0,4.99
Mexico,33:22.0,4.99
United States,04:58.0,4.99
Gambia,38:12.0,4.99
Oman,37:10.0,4.99
Canada,16:51.0,4.99
Philippines,33:17.0,4.99
Peru,39:11.0,4.99
South Korea,36:39.0,4.99
Indonesia,33:41.0,4.99
Japan,57:54.0,4.99
Japan,47:32.0,4.99
China,09:19.0,4.99
United States,50:20.0,4.99
India,04:29.0,4.99
Russian Federation,45:34.0,4.99
United States,04:32.0,4.99
Turkey,57:00.0,4.99
China,49:32.0,4.99
India,15:15.0,4.99
Peru,52:26.0,4.99
India,08:15.0,4.99
Kenya,47:36.0,4.99
Turkey,51:14.0,4.99
Switzerland,22:24.0,4.99
Kazakstan,49:00.0,4.99
United Kingdom,26:01.0,4.99
Turkey,59:12.0,4.99
China,53:55.0,4.99
Malaysia,15:38.0,4.99
Philippines,39:36.0,4.99
India,49:17.0,4.99
India,08:19.0,4.99
Ukraine,01:24.0,4.99
Argentina,07:27.0,4.99
South Africa,51:57.0,4.99
Pakistan,53:57.0,4.99
Venezuela,40:16.0,4.99
India,59:58.0,4.99
Philippines,12:37.0,4.99
Turkey,16:12.0,4.99
Netherlands,30:04.0,4.99
Runion,17:06.0,4.99
Yemen,44:08.0,4.99
Paraguay,51:49.0,4.99
Taiwan,36:26.0,4.99
India,30:03.0,4.99
China,50:42.0,4.99
Russian Federation,46:38.0,4.99
United Kingdom,41:02.0,4.99
Nigeria,41:48.0,4.99
Armenia,37:07.0,4.99
